text,label
Alteplase + Vortioxetine,Moderate
Alteplase + Warfarin,Major
Alteplase + Warfarin,Major
Alteplase + Zanubrutinib,Major
Alteplase + Zanubrutinib,Major
Diclofenac (topical) + Clopidogrel,Moderate
Diclofenac (topical) + Enoxaparin,Moderate
Diclofenac (topical) + Heparin,Moderate
Amiloride + Enoxaparin,Moderate
Amiloride + Heparin,Moderate
Clopidogrel + Amiodarone,Moderate
Amlodipine + Apixaban,Moderate
Amlodipine + Cilostazol,Moderate
Amlodipine + Epoprostenol,Moderate
Amlodipine + Iloprost,Moderate
Amlodipine + Selexipag,Moderate
Amlodipine + Ticagrelor,Minor
Amlodipine + Ticagrelor,Minor
Treprostinil + Amlodipine,Moderate
Benazepril + Enoxaparin,Moderate
Benazepril + Heparin,Moderate
Celecoxib + Clopidogrel,Moderate
Celecoxib + Enoxaparin,Moderate
Celecoxib + Heparin,Moderate
Olmesartan + Enoxaparin,Moderate
Olmesartan + Heparin,Moderate
Valsartan + Enoxaparin,Moderate
Valsartan + Heparin,Moderate
Dicoumarol + Ampicillin,Moderate
Ampicillin + Heparin,Minor
Ampicillin + Heparin,Minor
Ampicillin + Warfarin,Moderate
Anagrelide + Enoxaparin,Major
Anagrelide + Enoxaparin,Major
Propofol + Prasugrel,Minor
Propofol + Prasugrel,Minor
Clopidogrel + Omega-3 fatty acids,Moderate
Enoxaparin + Omega-3 fatty acids,Moderate
Heparin + Omega-3 fatty acids,Moderate
Cefuroxime + Sodium citrate,Moderate
Ciprofloxacin + Sodium citrate,Moderate
Diazepam + Sodium citrate,Minor
Diazepam + Sodium citrate,Minor
Duloxetine + Sodium citrate,Minor
Duloxetine + Sodium citrate,Minor
Lisinopril + Sodium citrate,Minor
Lisinopril + Sodium citrate,Minor
Midazolam + Sodium citrate,Minor
Midazolam + Sodium citrate,Minor
Ofloxacin + Sodium citrate,Moderate
Tacrolimus + Sodium citrate,Minor
Tacrolimus + Sodium citrate,Minor
Clopidogrel + Fenofibrate,Moderate
Duloxetine + Antithrombin III human,Moderate
Enoxaparin + Antithrombin III human,Major
Enoxaparin + Antithrombin III human,Major
Fluoxetine + Antithrombin III human,Moderate
Heparin + Antithrombin III human,Moderate
Milnacipran + Antithrombin III human,Moderate
Naproxen + Antithrombin III human,Moderate
Enoxaparin + Antithrombin Alfa,Major
Enoxaparin + Antithrombin Alfa,Major
Heparin + Antithrombin Alfa,Moderate
Carbamazepine + Apixaban,Major
Carbamazepine + Apixaban,Major
Ciprofloxacin + Apixaban,Moderate
Clopidogrel + Apixaban,Major
Clopidogrel + Apixaban,Major
Duloxetine + Apixaban,Moderate
Enoxaparin + Apixaban,Major
Enoxaparin + Apixaban,Major
Fluoxetine + Apixaban,Moderate
Heparin + Apixaban,Major
Heparin + Apixaban,Major
Milnacipran + Apixaban,Moderate
Naproxen + Apixaban,Major
Naproxen + Apixaban,Major
Progesterone + Apixaban,Moderate
Apixaban + Ribociclib,Moderate
Tacrolimus + Apixaban,Moderate
Tamoxifen + Apixaban,Moderate
Clopidogrel + Armodafinil,Moderate
Articaine + Hyaluronidase,Minor
Articaine + Hyaluronidase,Minor
Asparaginase Escherichia coli + Clopidogrel,Moderate
Asparaginase Escherichia coli + Enoxaparin,Moderate
Asparaginase Escherichia coli + Heparin,Moderate
Clopidogrel + Asparaginase Erwinia chrysanthemi,Moderate
Enoxaparin + Asparaginase Erwinia chrysanthemi,Moderate
Heparin + Asparaginase Erwinia chrysanthemi,Moderate
Dipyridamole + Enoxaparin,Major
Dipyridamole + Enoxaparin,Major
Clopidogrel + Cobicistat,Major
Clopidogrel + Cobicistat,Major
Clopidogrel + Atorvastatin,Moderate
Clopidogrel + Avapritinib,Major
Clopidogrel + Avapritinib,Major
Enoxaparin + Avapritinib,Major
Enoxaparin + Avapritinib,Major
Heparin + Avapritinib,Major
Heparin + Avapritinib,Major
Carbamazepine + Avatrombopag,Major
Carbamazepine + Avatrombopag,Major
Enoxaparin + Azilsartan medoxomil,Moderate
Heparin + Azilsartan medoxomil,Moderate
Conjugated estrogens + Hyaluronidase,Minor
Conjugated estrogens + Hyaluronidase,Minor
Clopidogrel + Benzhydrocodone,Moderate
Carbamazepine + Betrixaban,Moderate
Clopidogrel + Betrixaban,Major
Clopidogrel + Betrixaban,Major
Duloxetine + Betrixaban,Moderate
Enoxaparin + Betrixaban,Major
Enoxaparin + Betrixaban,Major
Fluoxetine + Betrixaban,Moderate
Heparin + Betrixaban,Major
Heparin + Betrixaban,Major
Milnacipran + Betrixaban,Moderate
Naproxen + Betrixaban,Major
Naproxen + Betrixaban,Major
Tacrolimus + Betrixaban,Major
Tacrolimus + Betrixaban,Major
Tamoxifen + Betrixaban,Moderate
Ticlopidine + Dextromethorphan,Moderate
Bivalirudin + Clopidogrel,Moderate
Bivalirudin + Duloxetine,Moderate
Bivalirudin + Enoxaparin,Major
Bivalirudin + Enoxaparin,Major
Bivalirudin + Fluoxetine,Moderate
Bivalirudin + Heparin,Major
Bivalirudin + Heparin,Major
Bivalirudin + Milnacipran,Moderate
Bivalirudin + Naproxen,Moderate
Clopidogrel + Ginger,Moderate
Enoxaparin + Ginger,Moderate
Heparin + Ginger,Moderate
Folic acid + Sulfamethoxazole,Moderate
Folic acid + Trimethoprim,Moderate
Bortezomib + Clopidogrel,Moderate
Bosentan + Clopidogrel,Moderate
Clopidogrel + Brivaracetam,Moderate
Clopidogrel + Bromfenac (ophthalmic),Moderate
Bromfenac (ophthalmic) + Enoxaparin,Moderate
Bromfenac (ophthalmic) + Heparin,Moderate
Brompheniramine + Hyaluronidase,Minor
Brompheniramine + Hyaluronidase,Minor
Bupivacaine + Hyaluronidase,Minor
Bupivacaine + Hyaluronidase,Minor
Clopidogrel + Buprenorphine,Moderate
Butorphanol + Clopidogrel,Moderate
Clopidogrel + Cabozantinib,Major
Clopidogrel + Cabozantinib,Major
Enoxaparin + Cabozantinib,Major
Enoxaparin + Cabozantinib,Major
Heparin + Cabozantinib,Major
Heparin + Cabozantinib,Major
Clopidogrel + Calaspargase pegol,Moderate
Enoxaparin + Calaspargase pegol,Moderate
Heparin + Calaspargase pegol,Moderate
Diclofenac + Clopidogrel,Moderate
Diclofenac + Enoxaparin,Major
Diclofenac + Enoxaparin,Major
Diclofenac + Heparin,Moderate
Clopidogrel + Cangrelor,Major
Clopidogrel + Cangrelor,Major
Duloxetine + Cangrelor,Moderate
Enoxaparin + Cangrelor,Major
Enoxaparin + Cangrelor,Major
Fluoxetine + Cangrelor,Moderate
Heparin + Cangrelor,Major
Heparin + Cangrelor,Major
Milnacipran + Cangrelor,Moderate
Naproxen + Cangrelor,Moderate
Clopidogrel + Caplacizumab,Major
Clopidogrel + Caplacizumab,Major
Duloxetine + Caplacizumab,Moderate
Enoxaparin + Caplacizumab,Major
Enoxaparin + Caplacizumab,Major
Fluoxetine + Caplacizumab,Moderate
Heparin + Caplacizumab,Major
Heparin + Caplacizumab,Major
Milnacipran + Caplacizumab,Moderate
Naproxen + Caplacizumab,Moderate
Captopril + Enoxaparin,Moderate
Heparin + Captopril,Moderate
Dicoumarol + Carbamazepine,Moderate
Carbamazepine + Edoxaban,Moderate
Carbamazepine + Rivaroxaban,Major
Carbamazepine + Rivaroxaban,Major
Carbamazepine + Ticagrelor,Major
Carbamazepine + Ticagrelor,Major
Ticlopidine + Carbamazepine,Moderate
Treprostinil + Carbamazepine,Moderate
Carbamazepine + Vorapaxar,Major
Carbamazepine + Vorapaxar,Major
Carbamazepine + Warfarin,Moderate
Carbinoxamine + Hyaluronidase,Minor
Carbinoxamine + Hyaluronidase,Minor
Mepivacaine + Hyaluronidase,Minor
Mepivacaine + Hyaluronidase,Minor
Spironolactone + Enoxaparin,Moderate
Spironolactone + Heparin,Moderate
Dicoumarol + Cefazolin,Moderate
Heparin + Cefazolin,Minor
Heparin + Cefazolin,Minor
Warfarin + Cefazolin,Moderate
Heparin + Cefotetan,Moderate
Heparin + Cefoxitin,Minor
Heparin + Cefoxitin,Minor
Heparin + Ceftriaxone,Minor
Heparin + Ceftriaxone,Minor
Dicoumarol + Cefuroxime,Moderate
Cefuroxime + Sodium bicarbonate,Moderate
Warfarin + Cefuroxime,Moderate
Clopidogrel + Cenobamate,Moderate
Dicoumarol + Cephalexin,Moderate
Cephalexin + Warfarin,Moderate
Chloramphenicol + Clopidogrel,Moderate
Chloroprocaine + Hyaluronidase,Minor
Chloroprocaine + Hyaluronidase,Minor
Chloroquine + Clopidogrel,Moderate
Dicoumarol + Chlorothiazide,Minor
Dicoumarol + Chlorothiazide,Minor
Chlorothiazide + Epoprostenol,Moderate
Chlorothiazide + Iloprost,Moderate
Chlorothiazide + Selexipag,Moderate
Treprostinil + Chlorothiazide,Moderate
Warfarin + Chlorothiazide,Minor
Warfarin + Chlorothiazide,Minor
Clopidogrel + Choline salicylate,Moderate
Enoxaparin + Choline salicylate,Moderate
Heparin + Choline salicylate,Moderate
Choline salicylate + Hyaluronidase,Minor
Choline salicylate + Hyaluronidase,Minor
Ciprofloxacin + Cilostazol,Moderate
Clopidogrel + Cilostazol,Moderate
Duloxetine + Cilostazol,Moderate
Cilostazol + Enoxaparin,Major
Cilostazol + Enoxaparin,Major
Epirubicin + Cilostazol,Moderate
Fluoxetine + Cilostazol,Moderate
Heparin + Cilostazol,Minor
Heparin + Cilostazol,Minor
Leuprolide + Cilostazol,Moderate
Cilostazol + Milnacipran,Moderate
Naproxen + Cilostazol,Moderate
Ofloxacin + Cilostazol,Moderate
Cilostazol + Palbociclib,Moderate
Propofol + Cilostazol,Moderate
Cilostazol + Ribociclib,Major
Cilostazol + Ribociclib,Major
Salmeterol + Cilostazol,Moderate
Cilostazol + Sevoflurane,Moderate
Sulfamethoxazole + Cilostazol,Minor
Sulfamethoxazole + Cilostazol,Minor
Tacrolimus + Cilostazol,Moderate
Tamoxifen + Cilostazol,Moderate
Tramadol + Cilostazol,Moderate
Dicoumarol + Ciprofloxacin,Major
Dicoumarol + Ciprofloxacin,Major
Ciprofloxacin + Ferrous fumarate,Moderate
Ciprofloxacin + Ferrous gluconate,Moderate
Ciprofloxacin + Sodium bicarbonate,Moderate
Ciprofloxacin + Warfarin,Major
Ciprofloxacin + Warfarin,Major
Ciprofloxacin + Zinc chloride,Moderate
Citalopram + Clopidogrel,Moderate
Citalopram + Enoxaparin,Moderate
Citalopram + Heparin,Moderate
Clemastine + Hyaluronidase,Minor
Clemastine + Hyaluronidase,Minor
Clopidogrel + Clomipramine,Moderate
Clopidogrel + Anisindione,Major
Clopidogrel + Anisindione,Major
Anistreplase + Clopidogrel,Moderate
Ardeparin + Clopidogrel,Major
Ardeparin + Clopidogrel,Major
Argatroban + Clopidogrel,Major
Argatroban + Clopidogrel,Major
Clopidogrel + Bismuth subsalicylate,Moderate
Clopidogrel + Bromfenac,Moderate
Clopidogrel + Capsicum,Minor
Clopidogrel + Capsicum,Minor
Clopidogrel + Chamomile,Minor
Clopidogrel + Chamomile,Minor
Clopidogrel + Clove,Minor
Clopidogrel + Clove,Minor
Collagenase clostridium histolyticum + Clopidogrel,Moderate
Clopidogrel + Dalteparin,Major
Clopidogrel + Dalteparin,Major
Clopidogrel + Danaparoid,Major
Clopidogrel + Danaparoid,Major
Clopidogrel + Dasatinib,Major
Clopidogrel + Dasatinib,Major
Clopidogrel + Deferasirox,Major
Clopidogrel + Deferasirox,Major
Clopidogrel + Defibrotide,Major
Clopidogrel + Defibrotide,Major
Delavirdine + Clopidogrel,Moderate
Clopidogrel + Deoxycholic acid,Moderate
Clopidogrel + Desirudin,Major
Clopidogrel + Desirudin,Major
Clopidogrel + Desvenlafaxine,Moderate
Clopidogrel + Dezocine,Moderate
Diclofenac (ophthalmic) + Clopidogrel,Moderate
Dicoumarol + Clopidogrel,Major
Dicoumarol + Clopidogrel,Major
Clopidogrel + Diflunisal,Moderate
Drotrecogin alfa + Clopidogrel,Major
Drotrecogin alfa + Clopidogrel,Major
Duloxetine + Clopidogrel,Moderate
Clopidogrel + Echinacea,Moderate
Clopidogrel + Edoxaban,Major
Clopidogrel + Edoxaban,Major
Efavirenz + Clopidogrel,Moderate
Clopidogrel + Enoxaparin,Major
Clopidogrel + Enoxaparin,Major
Clopidogrel + Enzalutamide,Moderate
Clopidogrel + Epoprostenol,Moderate
Eptifibatide + Clopidogrel,Major
Eptifibatide + Clopidogrel,Major
Erythromycin + Clopidogrel,Moderate
Clopidogrel + Escitalopram,Moderate
Clopidogrel + Eslicarbazepine,Moderate
Etodolac + Clopidogrel,Moderate
Clopidogrel + Etravirine,Moderate
Clopidogrel + Fedratinib,Moderate
Clopidogrel + Felbamate,Moderate
Fenoprofen + Clopidogrel,Moderate
Fluconazole + Clopidogrel,Major
Fluconazole + Clopidogrel,Major
Fluoxetine + Clopidogrel,Major
Fluoxetine + Clopidogrel,Major
Flurbiprofen + Clopidogrel,Moderate
Flurbiprofen (ophthalmic) + Clopidogrel,Moderate
Clopidogrel + Fluvastatin,Minor
Clopidogrel + Fluvastatin,Minor
Clopidogrel + Garlic,Moderate
Clopidogrel + Ginkgo biloba,Moderate
Clopidogrel + Ginseng,Moderate
Clopidogrel + Hemin,Moderate
Clopidogrel + Heparin,Minor
Clopidogrel + Heparin,Minor
Clopidogrel + Hydrocodone,Moderate
Hydromorphone + Clopidogrel,Moderate
Clopidogrel + Hydroxychloroquine,Moderate
Ibritumomab tiuxetan + Clopidogrel,Major
Ibritumomab tiuxetan + Clopidogrel,Major
Clopidogrel + Ibrutinib,Major
Clopidogrel + Ibrutinib,Major
Icosapent + Clopidogrel,Moderate
Clopidogrel + Iloprost,Moderate
Indomethacin + Clopidogrel,Moderate
Clopidogrel + Inotersen,Major
Clopidogrel + Inotersen,Major
Tositumomab (I-131) + Clopidogrel,Major
Tositumomab (I-131) + Clopidogrel,Major
Clopidogrel + Isoniazid,Moderate
Clopidogrel + Ketoconazole,Moderate
Clopidogrel + Ketoprofen,Moderate
Clopidogrel + Lapatinib,Moderate
Lepirudin + Clopidogrel,Major
Lepirudin + Clopidogrel,Major
Clopidogrel + Letrozole,Moderate
Clopidogrel + Levacetylmethadol,Moderate
Clopidogrel + Levomilnacipran,Moderate
Clopidogrel + Levorphanol,Moderate
Clopidogrel + Lonafarnib,Moderate
Clopidogrel + Meclofenamic acid,Moderate
Clopidogrel + Mefenamic acid,Moderate
Clopidogrel + Meloxicam,Moderate
Meperidine + Clopidogrel,Moderate
Methadone + Clopidogrel,Moderate
Clopidogrel + Mifepristone,Major
Clopidogrel + Mifepristone,Major
Clopidogrel + Milnacipran,Moderate
Modafinil + Clopidogrel,Moderate
Nabumetone + Clopidogrel,Moderate
Clopidogrel + Nalbuphine,Moderate
Clopidogrel + Naproxen,Moderate
Clopidogrel + Nepafenac (ophthalmic),Moderate
Clopidogrel + Nintedanib,Moderate
Clopidogrel + Niraparib,Moderate
Clopidogrel + Oliceridine,Moderate
Clopidogrel + Omacetaxine mepesuccinate,Major
Clopidogrel + Omacetaxine mepesuccinate,Major
Clopidogrel + Osilodrostat,Moderate
Clopidogrel + Oxaprozin,Moderate
Clopidogrel + Oxcarbazepine,Moderate
Oxycodone + Clopidogrel,Moderate
Clopidogrel + Oxymorphone,Moderate
Clopidogrel + Ozanimod,Major
Clopidogrel + Ozanimod,Major
Clopidogrel + Paclitaxel (protein-bound),Moderate
Clopidogrel + Panobinostat,Major
Clopidogrel + Panobinostat,Major
Paroxetine + Clopidogrel,Moderate
Pegaspargase + Clopidogrel,Moderate
Pentazocine + Clopidogrel,Moderate
Pentosan polysulfate + Clopidogrel,Moderate
Clopidogrel + Pentoxifylline,Moderate
Clopidogrel + Pexidartinib,Moderate
Phenytoin + Clopidogrel,Minor
Phenytoin + Clopidogrel,Minor
Piroxicam + Clopidogrel,Moderate
Clopidogrel + Ponatinib,Major
Clopidogrel + Ponatinib,Major
Porfimer sodium + Clopidogrel,Moderate
Clopidogrel + Prasugrel,Major
Clopidogrel + Prasugrel,Major
Dextropropoxyphene + Clopidogrel,Moderate
Clopidogrel + Ramucirumab,Major
Clopidogrel + Ramucirumab,Major
Clopidogrel + Regorafenib,Major
Clopidogrel + Regorafenib,Major
Clopidogrel + Remifentanil,Moderate
Reteplase + Clopidogrel,Moderate
Clopidogrel + Rifampicin,Moderate
Ritonavir + Clopidogrel,Major
Ritonavir + Clopidogrel,Major
Clopidogrel + Rivaroxaban,Major
Clopidogrel + Rivaroxaban,Major
Rofecoxib + Clopidogrel,Moderate
Clopidogrel + Salsalate,Moderate
Clopidogrel + Selexipag,Moderate
Clopidogrel + Selumetinib,Moderate
Clopidogrel + Sertraline,Moderate
Clopidogrel + Salicylic acid (sodium),Moderate
Clopidogrel + Stiripentol,Moderate
Streptokinase + Clopidogrel,Moderate
Sufentanil + Clopidogrel,Moderate
Sulindac + Clopidogrel,Moderate
Clopidogrel + Suprofen (ophthalmic),Moderate
Tamoxifen + Clopidogrel,Minor
Tamoxifen + Clopidogrel,Minor
Clopidogrel + Tapentadol,Moderate
Tenecteplase + Clopidogrel,Moderate
Clopidogrel + Ticagrelor,Moderate
Ticlopidine + Clopidogrel,Major
Ticlopidine + Clopidogrel,Major
Clopidogrel + Tinzaparin,Major
Clopidogrel + Tinzaparin,Major
Clopidogrel + Tipranavir,Major
Clopidogrel + Tipranavir,Major
Clopidogrel + Tirofiban,Major
Clopidogrel + Tirofiban,Major
Tolmetin + Clopidogrel,Moderate
Torasemide + Clopidogrel,Minor
Torasemide + Clopidogrel,Minor
Tositumomab + Clopidogrel,Major
Tositumomab + Clopidogrel,Major
Treprostinil + Clopidogrel,Moderate
Clopidogrel + Troleandomycin,Moderate
Clopidogrel + Tucatinib,Major
Clopidogrel + Tucatinib,Major
Clopidogrel + Turmeric,Minor
Clopidogrel + Turmeric,Minor
Urokinase + Clopidogrel,Moderate
Valdecoxib + Clopidogrel,Moderate
Venlafaxine + Clopidogrel,Moderate
Verteporfin + Clopidogrel,Moderate
Clopidogrel + Vilazodone,Moderate
Vitamin E + Clopidogrel,Moderate
Voriconazole + Clopidogrel,Moderate
Clopidogrel + Vortioxetine,Moderate
Warfarin + Clopidogrel,Major
Warfarin + Clopidogrel,Major
Zafirlukast + Clopidogrel,Minor
Zafirlukast + Clopidogrel,Minor
Clopidogrel + Zanubrutinib,Major
Clopidogrel + Zanubrutinib,Major
Hydrocodone + Fostamatinib,Moderate
Hydrocodone + Prasugrel,Moderate
Hydrocodone + Ticagrelor,Moderate
Collagenase clostridium histolyticum + Enoxaparin,Moderate
Collagenase clostridium histolyticum + Heparin,Moderate
Corticotropin + Hyaluronidase,Minor
Corticotropin + Hyaluronidase,Minor
Tetracosactide + Hyaluronidase,Minor
Tetracosactide + Hyaluronidase,Minor
Tamoxifen + Human C1-esterase inhibitor,Moderate
Tamoxifen + Conestat alfa,Moderate
Duloxetine + Dalteparin,Moderate
Enoxaparin + Dalteparin,Major
Enoxaparin + Dalteparin,Major
Fluoxetine + Dalteparin,Moderate
Heparin + Dalteparin,Major
Heparin + Dalteparin,Major
Lisinopril + Dalteparin,Moderate
Milnacipran + Dalteparin,Moderate
Naproxen + Dalteparin,Major
Naproxen + Dalteparin,Major
Astemizole + Hyaluronidase,Minor
Astemizole + Hyaluronidase,Minor
Azatadine + Hyaluronidase,Minor
Azatadine + Hyaluronidase,Minor
Chlorcyclizine + Hyaluronidase,Minor
Chlorcyclizine + Hyaluronidase,Minor
Cyproheptadine + Hyaluronidase,Minor
Cyproheptadine + Hyaluronidase,Minor
Desloratadine + Hyaluronidase,Minor
Desloratadine + Hyaluronidase,Minor
Dexbrompheniramine + Hyaluronidase,Minor
Dexbrompheniramine + Hyaluronidase,Minor
Diethylstilbestrol + Hyaluronidase,Minor
Diethylstilbestrol + Hyaluronidase,Minor
Diflunisal + Hyaluronidase,Minor
Diflunisal + Hyaluronidase,Minor
Diphenhydramine + Hyaluronidase,Minor
Diphenhydramine + Hyaluronidase,Minor
Esterified estrogens + Hyaluronidase,Minor
Esterified estrogens + Hyaluronidase,Minor
Estramustine + Hyaluronidase,Minor
Estramustine + Hyaluronidase,Minor
Estrone + Hyaluronidase,Minor
Estrone + Hyaluronidase,Minor
Estrone sulfate + Hyaluronidase,Minor
Estrone sulfate + Hyaluronidase,Minor
Etidocaine + Hyaluronidase,Minor
Etidocaine + Hyaluronidase,Minor
Fexofenadine + Hyaluronidase,Minor
Fexofenadine + Hyaluronidase,Minor
Hydroxyzine + Hyaluronidase,Minor
Hydroxyzine + Hyaluronidase,Minor
Levobupivacaine + Hyaluronidase,Minor
Levobupivacaine + Hyaluronidase,Minor
Levocetirizine + Hyaluronidase,Minor
Levocetirizine + Hyaluronidase,Minor
Methdilazine + Hyaluronidase,Minor
Methdilazine + Hyaluronidase,Minor
Methylprednisolone + Hyaluronidase,Minor
Methylprednisolone + Hyaluronidase,Minor
Phenindamine + Hyaluronidase,Minor
Phenindamine + Hyaluronidase,Minor
Prilocaine + Hyaluronidase,Minor
Prilocaine + Hyaluronidase,Minor
Procaine + Hyaluronidase,Minor
Procaine + Hyaluronidase,Minor
Promethazine + Hyaluronidase,Minor
Promethazine + Hyaluronidase,Minor
Mepyramine + Hyaluronidase,Minor
Mepyramine + Hyaluronidase,Minor
Quinestrol + Hyaluronidase,Minor
Quinestrol + Hyaluronidase,Minor
Ropivacaine + Hyaluronidase,Minor
Ropivacaine + Hyaluronidase,Minor
Salsalate + Hyaluronidase,Minor
Salsalate + Hyaluronidase,Minor
Salicylic acid (sodium) + Hyaluronidase,Minor
Salicylic acid (sodium) + Hyaluronidase,Minor
Terfenadine + Hyaluronidase,Minor
Terfenadine + Hyaluronidase,Minor
Tetracaine + Hyaluronidase,Minor
Tetracaine + Hyaluronidase,Minor
Alimemazine + Hyaluronidase,Minor
Alimemazine + Hyaluronidase,Minor
Tripelennamine + Hyaluronidase,Minor
Tripelennamine + Hyaluronidase,Minor
Triprolidine + Hyaluronidase,Minor
Triprolidine + Hyaluronidase,Minor
Darbepoetin alfa + Lisinopril,Minor
Darbepoetin alfa + Lisinopril,Minor
Enoxaparin + Dasatinib,Major
Enoxaparin + Dasatinib,Major
Heparin + Dasatinib,Major
Heparin + Dasatinib,Major
Oxaprozin + Enoxaparin,Major
Oxaprozin + Enoxaparin,Major
Oxaprozin + Heparin,Moderate
Enoxaparin + Deferasirox,Major
Enoxaparin + Deferasirox,Major
Heparin + Deferasirox,Major
Heparin + Deferasirox,Major
Duloxetine + Defibrotide,Moderate
Enoxaparin + Defibrotide,Major
Enoxaparin + Defibrotide,Major
Fluoxetine + Defibrotide,Moderate
Heparin + Defibrotide,Major
Heparin + Defibrotide,Major
Milnacipran + Defibrotide,Moderate
Naproxen + Defibrotide,Moderate
Enoxaparin + Deoxycholic acid,Moderate
Heparin + Deoxycholic acid,Moderate
Duloxetine + Desirudin,Moderate
Enoxaparin + Desirudin,Major
Enoxaparin + Desirudin,Major
Fluoxetine + Desirudin,Moderate
Heparin + Desirudin,Major
Heparin + Desirudin,Major
Milnacipran + Desirudin,Moderate
Naproxen + Desirudin,Major
Naproxen + Desirudin,Major
Enoxaparin + Desvenlafaxine,Moderate
Heparin + Desvenlafaxine,Moderate
Diazepam + Sodium bicarbonate,Minor
Diazepam + Sodium bicarbonate,Minor
Diclofenac (ophthalmic) + Enoxaparin,Moderate
Diclofenac (ophthalmic) + Heparin,Moderate
Digoxin + Heparin,Minor
Digoxin + Heparin,Minor
Duloxetine + Dipyridamole,Moderate
Fluoxetine + Dipyridamole,Moderate
Dipyridamole + Heparin,Minor
Dipyridamole + Heparin,Minor
Dipyridamole + Milnacipran,Moderate
Naproxen + Dipyridamole,Moderate
Docetaxel + Ticagrelor,Moderate
Heparin + Drospirenone,Moderate
Anistreplase + Duloxetine,Moderate
Argatroban + Duloxetine,Moderate
Duloxetine + Danaparoid,Moderate
Dicoumarol + Duloxetine,Moderate
Drotrecogin alfa + Duloxetine,Moderate
Duloxetine + Edoxaban,Moderate
Duloxetine + Enoxaparin,Moderate
Duloxetine + Epoprostenol,Moderate
Eptifibatide + Duloxetine,Moderate
Duloxetine + Heparin,Moderate
Duloxetine + Iloprost,Moderate
Lepirudin + Duloxetine,Moderate
Duloxetine + Prasugrel,Moderate
Reteplase + Duloxetine,Moderate
Duloxetine + Rivaroxaban,Moderate
Duloxetine + Sodium bicarbonate,Minor
Duloxetine + Sodium bicarbonate,Minor
Streptokinase + Duloxetine,Moderate
Tenecteplase + Duloxetine,Moderate
Duloxetine + Ticagrelor,Moderate
Ticlopidine + Duloxetine,Moderate
Duloxetine + Tinzaparin,Moderate
Duloxetine + Tirofiban,Moderate
Treprostinil + Duloxetine,Moderate
Duloxetine + Urea,Moderate
Urokinase + Duloxetine,Moderate
Duloxetine + Vorapaxar,Moderate
Duloxetine + Warfarin,Moderate
Enoxaparin + Edoxaban,Major
Enoxaparin + Edoxaban,Major
Fluoxetine + Edoxaban,Moderate
Heparin + Edoxaban,Major
Heparin + Edoxaban,Major
Milnacipran + Edoxaban,Moderate
Naproxen + Edoxaban,Major
Naproxen + Edoxaban,Major
Progesterone + Edoxaban,Major
Progesterone + Edoxaban,Major
Tacrolimus + Edoxaban,Major
Tacrolimus + Edoxaban,Major
Tamoxifen + Edoxaban,Major
Tamoxifen + Edoxaban,Major
Epirubicin + Eltrombopag,Moderate
Fexofenadine + Eltrombopag,Moderate
Eltrombopag + Ribociclib,Moderate
Enalapril + Enoxaparin,Moderate
Enalapril + Heparin,Moderate
Oxycodone + Fostamatinib,Moderate
Oxycodone + Prasugrel,Moderate
Oxycodone + Ticagrelor,Moderate
Lisinopril + Potassium acetate,Major
Lisinopril + Potassium acetate,Major
Losartan + Enoxaparin,Moderate
Losartan + Heparin,Moderate
Clopidogrel + Lumacaftor,Moderate
Etonogestrel + Tranexamic acid,Major
Etonogestrel + Tranexamic acid,Major
Tranexamic acid + Medroxyprogesterone acetate,Major
Tranexamic acid + Medroxyprogesterone acetate,Major
Tranexamic acid + Tamoxifen,Major
Tranexamic acid + Tamoxifen,Major
Alteplase + Phenyl salicylate,Moderate
Clopidogrel + Phenyl salicylate,Moderate
Enoxaparin + Phenyl salicylate,Moderate
Heparin + Phenyl salicylate,Moderate
Phenyl salicylate + Hyaluronidase,Minor
Phenyl salicylate + Hyaluronidase,Minor
Moexipril + Enoxaparin,Moderate
Anistreplase + Naproxen,Moderate
Argatroban + Naproxen,Moderate
Naproxen + Danaparoid,Major
Naproxen + Danaparoid,Major
Dicoumarol + Naproxen,Major
Dicoumarol + Naproxen,Major
Drotrecogin alfa + Naproxen,Major
Drotrecogin alfa + Naproxen,Major
Naproxen + Enoxaparin,Major
Naproxen + Enoxaparin,Major
Naproxen + Epoprostenol,Moderate
Eptifibatide + Naproxen,Moderate
Fondaparinux + Naproxen,Major
Fondaparinux + Naproxen,Major
Naproxen + Heparin,Moderate
Lepirudin + Naproxen,Moderate
Naproxen + Prasugrel,Major
Naproxen + Prasugrel,Major
Reteplase + Naproxen,Moderate
Naproxen + Rivaroxaban,Major
Naproxen + Rivaroxaban,Major
Streptokinase + Naproxen,Moderate
Tenecteplase + Naproxen,Moderate
Ticlopidine + Naproxen,Moderate
Naproxen + Tinzaparin,Major
Naproxen + Tinzaparin,Major
Tirofiban + Naproxen,Moderate
Urokinase + Naproxen,Moderate
Naproxen + Vorapaxar,Major
Naproxen + Vorapaxar,Major
Warfarin + Naproxen,Major
Warfarin + Naproxen,Major
Desmopressin + Heparin,Moderate
Mestranol + Hyaluronidase,Minor
Mestranol + Hyaluronidase,Minor
Anistreplase + Fluoxetine,Moderate
Dicoumarol + Fluoxetine,Moderate
Fluoxetine + Enoxaparin,Moderate
Fluoxetine + Epoprostenol,Moderate
Fluoxetine + Heparin,Moderate
Streptokinase + Fluoxetine,Moderate
